3596,0,0
3595,2700,0
3595,12510,0
3595,81116,0
3595,101563,0
3596,24612,0
3596,25807,0
3596,27740,0
3596,29427,0
3596,30371,0
3596,31281,0
3596,32997,0
3596,34191,0
3596,36720,0
3596,42888,0
3596,43784,0
3596,47857,0
3596,51118,0
3596,56373,0
3596,63649,0
3596,69612,0
3596,69705,0
3596,79415,0
3596,82110,0
3596,83722,0
3596,91580,0
3596,91887,0
3596,97364,0
3597,0,0
3597,420,0
3597,4650,0
3597,7938,0
3597,11548,0
3597,15105,0
3597,18733,0
3597,19871,0
3597,22333,0
3597,25947,0
3597,29527,0
3597,36733,0
3597,36746,0
3597,37474,0
3597,40331,0
3597,44665,0
3597,47496,0
3597,50249,0
3597,54732,0
3597,58328,0
3597,61911,0
3597,65501,0
3597,67305,0
3597,72739,0
3597,74529,0
3597,78262,0
3597,78533,0
3597,79556,0
3597,84096,0
3597,84403,0
3597,87112,0
3597,90748,0
3597,94331,0
3597,97903,0
3597,101519,0
3597,102213,0
3597,105120,0
3597,108738,0
3597,112343,0
3597,114094,0
3597,117745,0
3597,121046,0
3597,123112,0
3597,124462,0
3597,133928,0
3597,137519,0
3597,139346,0
3597,144851,0
3597,146547,0
3597,148335,0
3597,150093,0
3597,151934,0
3597,153738,0
3597,157318,0
3597,166862,0
3597,167521,0
3597,173509,0
3597,177117,0
3597,180743,0
3597,184313,0
3597,190100,0
3597,191233,0
3597,195096,0
3597,198693,0
3597,202347,0
3597,206413,0
3597,206710,0
3597,206824,0
3597,209826,0
3597,211127,0
3597,211168,0
3597,212926,0
3597,220349,0
3597,235929,0
3597,236521,0
3597,241895,0
3597,245544,0
3597,249420,0
3597,252715,0
3597,255268,0
3597,256337,0
3597,258144,0
3597,265345,0
3597,268392,0
3597,268600,0
3597,272492,0
3597,275096,0
3597,276098,0
3597,279706,0
3597,283307,0
3597,286926,0
3597,290536,0
3597,292646,0
3597,294142,0
3597,294433,0
3597,295021,0
3597,295608,0
3597,295743,0
3597,295912,0
3597,296236,0
3597,296538,0
3597,296800,0
3597,297725,0
3597,304909,0
3597,306702,0
3597,308549,0
3597,310290,0
3597,312090,0
3597,313719,0
3597,314659,0
3597,315745,0
3597,317493,0
3597,317976,0
3597,319318,0
3597,321125,0
3597,322036,0
3597,322891,0
3597,323797,0
3597,324711,0
3597,325596,0
3597,326499,0
3597,327393,0
3597,328348,0
3597,331916,0
3597,332805,0
3597,334625,0
3597,335272,0
3597,341783,0
3597,346315,0
3597,347227,0
3597,348126,0
3597,348994,0
3597,349912,0
3597,350826,0
3597,351691,0
3597,352609,0
3597,353490,0
3597,354433,0
3597,355324,0
3597,356191,0
3597,357141,0
3597,358013,0
3597,358907,0
3597,359840,0
3597,360721,0
3597,361593,0
3597,361969,0
3597,362503,0
3597,363411,0
3597,364318,0
3597,365195,0
3597,366137,0
3597,366999,0
3597,367934,0
3597,368828,0
3597,369722,0
3597,370591,0
3597,371521,0
3597,372434,0
3597,373347,0
3597,374197,0
3597,375118,0
3597,376009,0
3597,376913,0
3597,377827,0
3597,378693,0
3597,379598,0
3597,380492,0
3597,381428,0
3597,382347,0
3597,382921,0
3597,382980,0
3597,383229,0
3597,384145,0
3597,385010,0
3597,385946,0
3597,386790,0
3597,387692,0
3597,388636,0
3597,389547,0
3597,390450,0
3597,391305,0
3597,392200,0
3597,393143,0
3597,394034,0
3597,394899,0
3597,395806,0
3597,396699,0
3597,397640,0
3597,398549,0
3597,399416,0
3597,400316,0
3597,401211,0
